"","index","status","cust.Investment.Potential.Score","predictions"
"3193",4193,"None",4.6,"A"
"3194",4194,"None",3.9,"B"
"3195",4195,"A",2.3,"None"
"3196",4196,"None",2.6,"None"
"3197",4197,"None",5.3,"None"
"3198",4198,"None",2.2,"A"
"3199",4199,"None",3,"None"
"3200",4200,"None",2.4,"None"
"3201",4201,"None",4.2,"None"
"3202",4202,"None",2.5,"None"
"3203",4203,"None",2.6,"None"
"3204",4204,"None",2.5,"None"
"3205",4205,"None",2.2,"None"
"3206",4206,"None",2.4,"None"
"3207",4207,"A",2.7,"None"
"3208",4208,"None",4.2,"None"
"3209",4209,"None",3.3,"None"
"3210",4210,"A",3.6,"A"
"3211",4211,"None",5.6,"None"
"3212",4212,"None",4.6,"None"
"3213",4213,"None",3.7,"None"
"3214",4214,"None",3.3,"A"
"3215",4215,"None",2.7,"None"
"3216",4216,"None",4.8,"A"
"3217",4217,"None",3.2,"None"
"3218",4218,"None",3.7,"A"
"3219",4219,"None",2.4,"None"
"3220",4220,"A",2.5,"None"
"3221",4221,"None",1.9,"None"
"3222",4222,"None",2.8,"None"
"3223",4223,"None",3,"None"
"3224",4224,"None",5.3,"None"
"3225",4225,"None",3.6,"A"
"3226",4226,"None",3.2,"None"
"3227",4227,"A",2.9,"None"
"3228",4228,"A",3.4,"None"
"3229",4229,"A",2.1,"None"
"3230",4230,"None",2.5,"A"
"3231",4231,"None",3.4,"None"
"3232",4232,"None",5.5,"None"
"3233",4233,"None",2.6,"None"
"3234",4234,"None",4.6,"None"
"3235",4235,"None",3.9,"None"
"3236",4236,"B",4.2,"None"
"3237",4237,"None",3.2,"None"
"3238",4238,"None",3,"A"
"3239",4239,"None",3.6,"None"
"3240",4240,"None",2.2,"None"
"3241",4241,"None",2.1,"None"
"3242",4242,"None",4.3,"None"
"3243",4243,"None",3,"A"
"3244",4244,"None",3.1,"None"
"3245",4245,"None",1.8,"None"
"3246",4246,"None",3.7,"None"
"3247",4247,"None",3.6,"B"
"3248",4248,"None",3.7,"None"
"3249",4249,"None",2.7,"None"
"3250",4250,"None",3.7,"None"
"3251",4251,"None",3.7,"None"
"3252",4252,"A",4.9,"A"
"3253",4253,"None",2.3,"None"
"3254",4254,"None",3.8,"None"
"3255",4255,"None",2.8,"None"
"3256",4256,"None",2.3,"A"
"3257",4257,"None",3.4,"None"
"3258",4258,"None",3.5,"None"
"3259",4259,"None",4.7,"None"
"3260",4260,"A",4.4,"None"
"3261",4261,"None",4.1,"None"
"3262",4262,"None",4,"A"
"3263",4263,"None",4.1,"None"
"3264",4264,"None",1.7,"None"
"3265",4265,"None",3.8,"None"
"3266",4266,"None",2.8,"None"
"3267",4267,"None",5,"None"
"3268",4268,"None",3.1,"None"
"3269",4269,"None",3.6,"None"
"3270",4270,"None",3.4,"None"
"3271",4271,"None",2.5,"None"
"3272",4272,"None",2.1,"None"
"3273",4273,"A",2.6,"None"
"3274",4274,"None",4.8,"None"
"3275",4275,"None",4.6,"None"
"3276",4276,"None",2.6,"None"
"3277",4277,"None",3.8,"None"
"3278",4278,"None",3.9,"None"
"3279",4279,"None",3.2,"None"
"3280",4280,"None",3.4,"None"
"3281",4281,"None",3.4,"None"
"3282",4282,"None",2.9,"A"
"3283",4283,"None",4.3,"None"
"3284",4284,"None",3.4,"None"
"3285",4285,"None",2.5,"A"
"3286",4286,"None",3.4,"None"
"3287",4287,"A",4.4,"None"
"3288",4288,"None",4.2,"None"
"3289",4289,"A",4,"None"
"3290",4290,"A",2.8,"A"
"3291",4291,"None",3.6,"None"
"3292",4292,"B",4.2,"None"
"3293",4293,"None",3,"None"
"3294",4294,"None",4.8,"None"
"3295",4295,"None",3,"None"
"3296",4296,"None",2.9,"None"
"3297",4297,"None",3,"None"
"3298",4298,"None",2.5,"None"
"3299",4299,"None",2.4,"None"
"3300",4300,"None",3.4,"None"
"3301",4301,"None",3,"None"
"3302",4302,"None",2.6,"None"
"3303",4303,"None",2.3,"None"
"3304",4304,"None",1.9,"None"
"3305",4305,"A",2.9,"None"
"3306",4306,"None",2.9,"None"
"3307",4307,"None",2.8,"None"
"3308",4308,"A",3.8,"None"
"3309",4309,"None",4.1,"None"
"3310",4310,"None",1.9,"None"
"3311",4311,"None",2.6,"None"
"3312",4312,"None",3,"A"
"3313",4313,"None",2.5,"None"
"3314",4314,"None",3,"None"
"3315",4315,"None",3.9,"None"
"3316",4316,"None",5.7,"None"
"3317",4317,"None",2.7,"None"
"3318",4318,"None",3.6,"None"
"3319",4319,"None",3.8,"None"
"3320",4320,"None",3.7,"None"
"3321",4321,"A",4.8,"None"
"3322",4322,"None",5.2,"None"
"3323",4323,"None",3.8,"None"
"3324",4324,"A",3.6,"None"
"3325",4325,"A",2.5,"None"
"3326",4326,"A",2.5,"None"
"3327",4327,"None",2.6,"None"
"3328",4328,"None",2.6,"None"
"3329",4329,"None",3.2,"None"
"3330",4330,"None",2.7,"None"
"3331",4331,"None",4.8,"None"
"3332",4332,"A",4,"None"
"3333",4333,"None",4.8,"None"
"3334",4334,"A",2.4,"None"
"3335",4335,"None",2.7,"None"
"3336",4336,"None",2.6,"None"
"3337",4337,"None",4.3,"None"
"3338",4338,"None",2.2,"None"
"3339",4339,"None",3.8,"None"
"3340",4340,"None",3.1,"None"
"3341",4341,"None",4.2,"None"
"3342",4342,"None",2.1,"None"
"3343",4343,"None",2.3,"None"
"3344",4344,"B",2.6,"None"
"3345",4345,"None",2.9,"None"
"3346",4346,"None",2.4,"None"
"3347",4347,"None",5.3,"None"
"3348",4348,"None",3.7,"None"
"3349",4349,"None",2.5,"None"
"3350",4350,"None",3.5,"None"
"3351",4351,"B",3.9,"None"
"3352",4352,"None",3.2,"None"
"3353",4353,"None",2.2,"None"
"3354",4354,"None",3.7,"None"
"3355",4355,"None",2,"None"
"3356",4356,"None",2.9,"None"
"3357",4357,"None",2.7,"None"
"3358",4358,"None",3.8,"None"
"3359",4359,"None",3.8,"None"
"3360",4360,"None",2.7,"None"
"3361",4361,"None",2.5,"None"
"3362",4362,"None",4.1,"None"
"3363",4363,"None",3.6,"None"
"3364",4364,"A",2.9,"None"
"3365",4365,"None",2.7,"None"
"3366",4366,"A",2.3,"None"
"3367",4367,"None",3,"None"
"3368",4368,"None",3.6,"None"
"3369",4369,"None",3.6,"None"
"3370",4370,"None",3.4,"None"
"3371",4371,"None",5.4,"None"
"3372",4372,"None",4.2,"None"
"3373",4373,"None",3.5,"None"
"3374",4374,"None",2.6,"None"
"3375",4375,"None",4.9,"None"
"3376",4376,"None",3.1,"None"
"3377",4377,"A",3.7,"None"
"3378",4378,"None",5,"None"
"3379",4379,"None",3.9,"None"
"3380",4380,"None",2.8,"None"
"3381",4381,"None",2.7,"None"
"3382",4382,"None",3.1,"None"
"3383",4383,"A",3.3,"None"
"3384",4384,"None",3.3,"None"
"3385",4385,"A",3.4,"A"
"3386",4386,"None",5.5,"None"
"3387",4387,"None",4,"None"
"3388",4388,"None",4.1,"None"
"3389",4389,"None",3.9,"None"
"3390",4390,"None",3.8,"None"
"3391",4391,"None",3.9,"None"
"3392",4392,"A",3.1,"None"
"3393",4393,"None",2.6,"None"
"3394",4394,"A",2.9,"A"
"3395",4395,"None",3.3,"None"
"3396",4396,"A",2.5,"None"
"3397",4397,"None",3.5,"None"
"3398",4398,"None",3.8,"None"
"3399",4399,"None",2.9,"None"
"3400",4400,"None",3.5,"None"
"3401",4401,"None",2.5,"None"
"3402",4402,"None",2.6,"A"
"3403",4403,"None",3.1,"None"
"3404",4404,"None",2.6,"None"
"3405",4405,"None",3.4,"None"
"3406",4406,"B",2.6,"None"
"3407",4407,"A",3.9,"None"
"3408",4408,"None",3.9,"None"
"3409",4409,"A",2.9,"None"
"3410",4410,"None",4,"None"
"3411",4411,"None",4.7,"None"
"3412",4412,"None",4.1,"None"
"3413",4413,"A",3.6,"None"
"3414",4414,"A",3.3,"None"
"3415",4415,"None",2.1,"None"
"3416",4416,"None",3.2,"None"
"3417",4417,"None",3.3,"None"
"3418",4418,"None",3.2,"None"
"3419",4419,"None",3.6,"None"
"3420",4420,"None",5.1,"None"
"3421",4421,"None",3,"None"
"3422",4422,"None",1.9,"None"
"3423",4423,"None",2.4,"None"
"3424",4424,"None",2.9,"None"
"3425",4425,"None",3.5,"None"
"3426",4426,"None",3.4,"A"
"3427",4427,"B",3.9,"B"
"3428",4428,"None",3.5,"None"
"3429",4429,"None",3.7,"None"
"3430",4430,"None",3.7,"None"
"3431",4431,"None",2.8,"None"
"3432",4432,"None",2.6,"None"
"3433",4433,"None",4.2,"None"
"3434",4434,"None",3.2,"None"
"3435",4435,"None",3.1,"None"
"3436",4436,"A",3.2,"None"
"3437",4437,"None",3.5,"None"
"3438",4438,"None",3.3,"None"
"3439",4439,"None",2.6,"None"
"3440",4440,"B",3.6,"None"
"3441",4441,"None",4.8,"None"
"3442",4442,"None",2.7,"None"
"3443",4443,"None",3.8,"None"
"3444",4444,"None",4,"None"
"3445",4445,"None",4.4,"None"
"3446",4446,"None",3.3,"None"
"3447",4447,"None",4.4,"None"
"3448",4448,"A",2.7,"None"
"3449",4449,"None",3.2,"None"
"3450",4450,"None",2.7,"None"
"3451",4451,"None",3.5,"None"
"3452",4452,"A",2.9,"A"
"3453",4453,"None",4,"None"
"3454",4454,"None",3.6,"None"
"3455",4455,"None",2.4,"None"
"3456",4456,"None",3.7,"None"
"3457",4457,"A",2.7,"None"
"3458",4458,"None",3.5,"None"
"3459",4459,"B",3.6,"None"
"3460",4460,"None",2.6,"None"
"3461",4461,"None",3.4,"A"
"3462",4462,"None",2.7,"A"
"3463",4463,"None",2.4,"None"
"3464",4464,"None",5.3,"None"
"3465",4465,"None",2,"None"
"3466",4466,"None",4,"None"
"3467",4467,"None",3,"None"
"3468",4468,"None",3.2,"None"
"3469",4469,"A",4.6,"None"
"3470",4470,"None",2.1,"None"
"3471",4471,"None",3.7,"None"
"3472",4472,"None",3.4,"None"
"3473",4473,"None",5.2,"None"
"3474",4474,"None",3,"None"
"3475",4475,"None",2.7,"None"
"3476",4476,"None",3.9,"None"
"3477",4477,"None",3.4,"None"
"3478",4478,"None",2,"None"
"3479",4479,"None",3.7,"None"
"3480",4480,"None",3.9,"None"
"3481",4481,"A",5.2,"A"
"3482",4482,"A",5.1,"A"
"3483",4483,"B",2.6,"None"
"3484",4484,"None",1.9,"None"
"3485",4485,"None",5.1,"None"
"3486",4486,"A",4.1,"None"
"3487",4487,"None",3.5,"None"
"3488",4488,"None",3.2,"None"
"3489",4489,"None",2.7,"None"
"3490",4490,"None",3.7,"None"
"3491",4491,"A",1.6,"A"
"3492",4492,"None",1.9,"None"
"3493",4493,"None",2.4,"None"
"3494",4494,"None",3.5,"None"
"3495",4495,"None",3.2,"None"
"3496",4496,"None",4.8,"None"
"3497",4497,"None",2.9,"None"
"3498",4498,"None",4.6,"None"
"3499",4499,"None",6.6,"A"
"3500",4500,"None",2.4,"None"
"3501",4501,"None",3.8,"None"
"3502",4502,"None",5.1,"None"
"3503",4503,"None",2.9,"None"
"3504",4504,"None",2.1,"None"
"3505",4505,"None",3.7,"None"
"3506",4506,"A",2,"None"
"3507",4507,"None",3.8,"None"
"3508",4508,"None",4.8,"None"
"3509",4509,"None",2.8,"None"
"3510",4510,"None",3.5,"None"
"3511",4511,"None",2.5,"None"
"3512",4512,"None",4.7,"None"
"3513",4513,"None",4.8,"None"
"3514",4514,"None",3.5,"None"
"3515",4515,"None",3.7,"None"
"3516",4516,"A",3,"None"
"3517",4517,"None",2.3,"None"
"3518",4518,"B",4.5,"None"
"3519",4519,"None",4.3,"None"
"3520",4520,"None",3.1,"None"
"3521",4521,"None",3.4,"None"
"3522",4522,"None",3.9,"None"
"3523",4523,"None",3.5,"None"
"3524",4524,"None",3.1,"None"
"3525",4525,"None",2.5,"None"
"3526",4526,"None",1.8,"None"
"3527",4527,"None",3.8,"None"
"3528",4528,"None",3.6,"None"
"3529",4529,"None",3.8,"None"
"3530",4530,"None",3.6,"None"
"3531",4531,"A",3,"None"
"3532",4532,"A",3.7,"None"
"3533",4533,"None",5.5,"None"
"3534",4534,"None",3.1,"None"
"3535",4535,"None",2.7,"None"
"3536",4536,"None",2.3,"None"
"3537",4537,"None",4.8,"None"
"3538",4538,"A",2,"None"
"3539",4539,"None",2.5,"None"
"3540",4540,"None",3.5,"None"
"3541",4541,"None",2.9,"None"
"3542",4542,"None",4.8,"None"
"3543",4543,"None",3.4,"None"
"3544",4544,"None",3.4,"None"
"3545",4545,"None",2.9,"None"
"3546",4546,"None",3.8,"None"
"3547",4547,"A",2.5,"None"
"3548",4548,"None",4.6,"None"
"3549",4549,"None",4.1,"A"
"3550",4550,"None",3.7,"None"
"3551",4551,"None",3.9,"None"
"3552",4552,"None",2.7,"None"
"3553",4553,"None",4.6,"None"
"3554",4554,"None",3.3,"None"
"3555",4555,"B",3.9,"None"
"3556",4556,"None",3.7,"None"
"3557",4557,"None",1.8,"None"
"3558",4558,"None",3.9,"None"
"3559",4559,"None",3.7,"None"
"3560",4560,"None",3.3,"A"
"3561",4561,"None",3.7,"None"
"3562",4562,"None",3.7,"None"
"3563",4563,"None",3.4,"None"
"3564",4564,"B",4.5,"None"
"3565",4565,"None",3.1,"None"
"3566",4566,"A",3,"None"
"3567",4567,"None",3.3,"None"
"3568",4568,"None",2.6,"None"
"3569",4569,"None",4.2,"None"
"3570",4570,"None",4.9,"None"
"3571",4571,"None",3.5,"None"
"3572",4572,"None",3.5,"None"
"3573",4573,"A",3.2,"A"
"3574",4574,"None",2.7,"None"
"3575",4575,"A",4.2,"None"
"3576",4576,"None",2.3,"None"
"3577",4577,"None",2.9,"None"
"3578",4578,"None",4.5,"A"
"3579",4579,"None",3.7,"None"
"3580",4580,"None",2.7,"None"
"3581",4581,"None",2.7,"None"
"3582",4582,"A",2.8,"None"
"3583",4583,"A",3.6,"None"
"3584",4584,"None",3.3,"None"
"3585",4585,"None",3.5,"None"
"3586",4586,"None",3.4,"None"
"3587",4587,"None",2.9,"None"
"3588",4588,"None",3.3,"None"
"3589",4589,"None",3.4,"None"
"3590",4590,"None",3.1,"None"
"3591",4591,"None",4.8,"None"
"3592",4592,"None",1.9,"None"
"3593",4593,"None",3,"None"
"3594",4594,"A",3.6,"None"
"3595",4595,"None",2.4,"None"
"3596",4596,"None",3,"A"
"3597",4597,"None",4.2,"None"
"3598",4598,"None",4.5,"None"
"3599",4599,"A",3.8,"None"
"3600",4600,"None",3.7,"A"
"3601",4601,"None",4.5,"None"
"3602",4602,"A",3.4,"None"
"3603",4603,"None",2.5,"None"
"3604",4604,"None",3,"None"
"3605",4605,"None",3,"None"
"3606",4606,"None",2.2,"None"
"3607",4607,"A",3.1,"A"
"3608",4608,"None",3.1,"A"
"3609",4609,"None",2.8,"None"
"3610",4610,"None",3.6,"None"
"3611",4611,"None",2.4,"None"
"3612",4612,"B",3.2,"None"
"3613",4613,"None",2.8,"None"
"3614",4614,"None",3.5,"None"
"3615",4615,"A",2.8,"None"
"3616",4616,"None",2.4,"None"
"3617",4617,"None",2.8,"None"
"3618",4618,"None",2.6,"None"
"3619",4619,"None",3.5,"None"
"3620",4620,"None",3.2,"None"
"3621",4621,"A",3.2,"A"
"3622",4622,"None",2.8,"None"
"3623",4623,"None",3.2,"None"
"3624",4624,"None",3,"A"
"3625",4625,"A",3.1,"A"
"3626",4626,"None",3.1,"None"
"3627",4627,"None",3.1,"None"
"3628",4628,"None",2.6,"None"
"3629",4629,"None",3.1,"None"
"3630",4630,"B",3.8,"None"
"3631",4631,"None",2.9,"None"
"3632",4632,"None",3.4,"None"
"3633",4633,"None",3.8,"A"
"3634",4634,"None",3,"None"
"3635",4635,"None",3.6,"None"
"3636",4636,"None",3,"None"
"3637",4637,"None",3.8,"None"
"3638",4638,"None",1.5,"None"
"3639",4639,"None",4.3,"None"
"3640",4640,"None",2.8,"None"
"3641",4641,"None",3,"None"
"3642",4642,"None",5.2,"None"
"3643",4643,"None",2.7,"None"
"3644",4644,"None",2.7,"A"
"3645",4645,"None",3.5,"None"
"3646",4646,"B",4.3,"B"
"3647",4647,"None",4.3,"None"
"3648",4648,"A",2.7,"None"
"3649",4649,"None",2.5,"None"
"3650",4650,"None",4.5,"None"
"3651",4651,"None",2.4,"None"
"3652",4652,"None",3.2,"None"
"3653",4653,"None",2.1,"None"
"3654",4654,"None",4.4,"None"
"3655",4655,"None",3.8,"None"
"3656",4656,"B",2.8,"None"
"3657",4657,"None",4.1,"None"
"3658",4658,"None",2.7,"None"
"3659",4659,"None",3.5,"None"
"3660",4660,"None",3.9,"None"
"3661",4661,"None",4.1,"None"
"3662",4662,"A",3.5,"A"
"3663",4663,"None",2.7,"None"
"3664",4664,"None",3.4,"None"
"3665",4665,"None",2.4,"None"
"3666",4666,"None",2.1,"None"
"3667",4667,"None",3,"None"
"3668",4668,"None",2.7,"None"
"3669",4669,"A",3.7,"None"
"3670",4670,"None",3.1,"None"
"3671",4671,"None",2.2,"None"
"3672",4672,"A",4.5,"None"
"3673",4673,"None",3,"A"
"3674",4674,"None",3.5,"None"
"3675",4675,"None",4.3,"None"
"3676",4676,"A",2.9,"None"
"3677",4677,"None",4.1,"None"
"3678",4678,"None",2.8,"None"
"3679",4679,"A",3.3,"None"
"3680",4680,"None",3.6,"None"
"3681",4681,"None",2.8,"A"
"3682",4682,"None",3.5,"None"
"3683",4683,"B",2.8,"None"
"3684",4684,"A",2.6,"None"
"3685",4685,"None",2.3,"None"
"3686",4686,"None",2.8,"None"
"3687",4687,"None",3.4,"None"
"3688",4688,"A",2.9,"None"
"3689",4689,"None",6.3,"None"
"3690",4690,"None",2.1,"None"
"3691",4691,"None",3.5,"None"
"3692",4692,"None",3.3,"None"
"3693",4693,"None",3,"None"
"3694",4694,"None",3.1,"None"
"3695",4695,"None",3,"None"
"3696",4696,"A",1.9,"None"
"3697",4697,"None",3.1,"None"
"3698",4698,"A",2.5,"A"
"3699",4699,"None",2.9,"None"
"3700",4700,"None",2.9,"None"
"3701",4701,"None",2.8,"A"
"3702",4702,"None",3.5,"None"
"3703",4703,"None",3.3,"None"
"3704",4704,"B",3.6,"None"
"3705",4705,"None",2.6,"None"
"3706",4706,"None",2.8,"None"
"3707",4707,"None",3.2,"None"
"3708",4708,"None",2.9,"None"
"3709",4709,"None",1.9,"None"
"3710",4710,"None",3.1,"A"
"3711",4711,"None",3,"None"
"3712",4712,"None",1.8,"None"
"3713",4713,"None",3.4,"None"
"3714",4714,"None",3.5,"None"
"3715",4715,"B",4,"None"
"3716",4716,"None",4.1,"None"
"3717",4717,"None",4.4,"None"
"3718",4718,"None",3.4,"None"
"3719",4719,"None",2.2,"None"
"3720",4720,"None",2.8,"None"
"3721",4721,"None",3.8,"None"
"3722",4722,"None",3.8,"None"
"3723",4723,"None",3.8,"None"
"3724",4724,"None",2.8,"None"
"3725",4725,"None",3.4,"None"
"3726",4726,"None",3.3,"None"
"3727",4727,"None",3.1,"None"
"3728",4728,"None",2.3,"None"
"3729",4729,"None",4.3,"None"
"3730",4730,"None",3.9,"None"
"3731",4731,"None",1.8,"None"
"3732",4732,"None",3.8,"None"
"3733",4733,"None",5.6,"None"
"3734",4734,"None",3.1,"None"
"3735",4735,"None",3.4,"None"
"3736",4736,"A",2.1,"None"
"3737",4737,"None",3.7,"None"
"3738",4738,"None",3.7,"None"
"3739",4739,"None",2.9,"None"
"3740",4740,"None",2.9,"None"
"3741",4741,"None",3.6,"None"
"3742",4742,"None",3.4,"None"
"3743",4743,"None",2,"None"
"3744",4744,"A",3.1,"A"
"3745",4745,"None",4.3,"None"
"3746",4746,"A",4.6,"None"
"3747",4747,"None",2,"None"
"3748",4748,"None",3.1,"None"
"3749",4749,"B",4,"None"
"3750",4750,"A",3.9,"A"
"3751",4751,"B",4,"None"
"3752",4752,"None",4,"None"
"3753",4753,"None",3.8,"None"
"3754",4754,"None",2.4,"None"
"3755",4755,"None",4.1,"None"
"3756",4756,"None",3.1,"None"
"3757",4757,"None",3.3,"None"
"3758",4758,"None",4.3,"None"
"3759",4759,"None",2.6,"None"
"3760",4760,"None",3.4,"None"
"3761",4761,"None",3.6,"None"
"3762",4762,"None",2.5,"None"
"3763",4763,"A",2.9,"None"
"3764",4764,"None",3.7,"None"
"3765",4765,"None",3.2,"None"
"3766",4766,"None",3.6,"None"
"3767",4767,"A",4.1,"None"
"3768",4768,"None",2.2,"None"
"3769",4769,"None",4.3,"None"
"3770",4770,"None",2.7,"None"
"3771",4771,"None",3.8,"None"
"3772",4772,"None",2.3,"None"
"3773",4773,"None",3.6,"None"
"3774",4774,"None",2.5,"None"
"3775",4775,"None",4,"None"
"3776",4776,"None",6.4,"None"
"3777",4777,"None",2.9,"None"
"3778",4778,"B",6.6,"None"
"3779",4779,"None",2.4,"A"
"3780",4780,"None",5.8,"None"
"3781",4781,"A",4.6,"None"
"3782",4782,"None",3,"None"
"3783",4783,"None",3.2,"None"
"3784",4784,"None",3.7,"None"
"3785",4785,"None",3,"None"
"3786",4786,"None",3,"None"
"3787",4787,"None",1.8,"None"
"3788",4788,"None",4.7,"None"
"3789",4789,"None",2.2,"None"
"3790",4790,"None",2.5,"None"
"3791",4791,"None",4.5,"None"
"3792",4792,"B",3.2,"None"
"3793",4793,"None",2.1,"None"
"3794",4794,"None",2.8,"None"
"3795",4795,"None",2.8,"None"
"3796",4796,"None",3.6,"None"
"3797",4797,"None",3.4,"None"
"3798",4798,"None",3.6,"None"
"3799",4799,"None",2.5,"None"
"3800",4800,"B",3.7,"None"
"3801",4801,"None",3.1,"None"
"3802",4802,"None",3.3,"None"
"3803",4803,"None",3.8,"None"
"3804",4804,"None",4.8,"None"
"3805",4805,"None",4,"None"
"3806",4806,"None",3.3,"None"
"3807",4807,"None",3.1,"None"
"3808",4808,"A",3.3,"A"
"3809",4809,"None",4.2,"None"
"3810",4810,"None",2.6,"None"
"3811",4811,"B",3.9,"None"
"3812",4812,"None",3.3,"None"
"3813",4813,"None",2.1,"None"
"3814",4814,"None",3.3,"None"
"3815",4815,"A",3.7,"None"
"3816",4816,"None",4.1,"None"
"3817",4817,"None",2.9,"None"
"3818",4818,"None",2.2,"None"
"3819",4819,"None",2.5,"None"
"3820",4820,"None",2.1,"None"
"3821",4821,"None",3,"None"
"3822",4822,"None",3.1,"None"
"3823",4823,"None",3.1,"None"
"3824",4824,"None",2.6,"None"
"3825",4825,"None",3.9,"A"
"3826",4826,"None",3.9,"None"
"3827",4827,"None",4.9,"None"
"3828",4828,"A",4.7,"None"
"3829",4829,"None",3.1,"None"
"3830",4830,"None",3.3,"None"
"3831",4831,"None",2.6,"None"
"3832",4832,"A",3.6,"None"
"3833",4833,"A",3.3,"None"
"3834",4834,"None",4,"None"
"3835",4835,"None",3.8,"None"
"3836",4836,"None",4.4,"None"
"3837",4837,"None",2.3,"None"
"3838",4838,"A",5.5,"None"
"3839",4839,"None",5,"None"
"3840",4840,"A",2.5,"None"
"3841",4841,"None",2.9,"None"
"3842",4842,"None",2.9,"None"
"3843",4843,"None",2.4,"None"
"3844",4844,"None",3,"None"
"3845",4845,"None",2.4,"None"
"3846",4846,"None",3.4,"None"
"3847",4847,"None",5.8,"None"
"3848",4848,"None",2.9,"None"
"3849",4849,"None",2.8,"None"
"3850",4850,"None",3.6,"None"
"3851",4851,"None",2.5,"None"
"3852",4852,"A",6.1,"None"
"3853",4853,"A",3.1,"None"
"3854",4854,"None",2.6,"None"
"3855",4855,"None",5.1,"None"
"3856",4856,"None",2.9,"None"
"3857",4857,"None",4.2,"None"
"3858",4858,"None",3.3,"None"
"3859",4859,"None",3.4,"None"
"3860",4860,"None",3.9,"None"
"3861",4861,"None",2.5,"None"
"3862",4862,"None",2.4,"None"
"3863",4863,"None",3.4,"None"
"3864",4864,"None",2.5,"A"
"3865",4865,"None",2.7,"None"
"3866",4866,"None",2.5,"None"
"3867",4867,"None",2.5,"None"
"3868",4868,"None",1.9,"None"
"3869",4869,"None",2.4,"None"
"3870",4870,"None",3.3,"None"
"3871",4871,"None",2.4,"None"
"3872",4872,"None",3.7,"None"
"3873",4873,"None",3.1,"A"
"3874",4874,"A",2.5,"A"
"3875",4875,"None",2.1,"None"
"3876",4876,"None",3.2,"None"
"3877",4877,"A",4.6,"A"
"3878",4878,"None",3.4,"None"
"3879",4879,"None",3.1,"None"
"3880",4880,"None",2.5,"None"
"3881",4881,"A",3.6,"None"
"3882",4882,"None",1.9,"None"
"3883",4883,"B",4.9,"None"
"3884",4884,"None",3.6,"None"
"3885",4885,"None",2.6,"None"
"3886",4886,"None",3.3,"None"
"3887",4887,"None",3.3,"A"
"3888",4888,"None",2.3,"None"
"3889",4889,"None",2.8,"None"
"3890",4890,"None",5,"None"
"3891",4891,"A",3.7,"None"
"3892",4892,"None",5.1,"None"
"3893",4893,"None",4,"None"
"3894",4894,"None",3.1,"A"
"3895",4895,"None",2,"None"
"3896",4896,"None",3.4,"None"
"3897",4897,"None",3.3,"None"
"3898",4898,"None",2.9,"A"
"3899",4899,"None",4.5,"None"
"3900",4900,"None",3.3,"None"
"3901",4901,"None",3,"A"
"3902",4902,"A",2.7,"None"
"3903",4903,"A",3.7,"None"
"3904",4904,"None",2,"None"
"3905",4905,"None",4,"B"
"3906",4906,"None",1.8,"None"
"3907",4907,"None",4.5,"None"
"3908",4908,"None",2.4,"None"
"3909",4909,"None",2.6,"None"
"3910",4910,"None",3.9,"A"
"3911",4911,"None",6.6,"None"
"3912",4912,"None",3,"None"
"3913",4913,"None",3.9,"None"
"3914",4914,"None",2.3,"None"
"3915",4915,"None",3.5,"None"
"3916",4916,"None",2.7,"None"
"3917",4917,"None",2.9,"None"
"3918",4918,"None",3.3,"None"
"3919",4919,"None",3.7,"None"
"3920",4920,"None",2.9,"None"
"3921",4921,"A",5.1,"None"
"3922",4922,"A",2.9,"None"
"3923",4923,"None",3.1,"None"
"3924",4924,"None",4.1,"None"
"3925",4925,"None",4.7,"None"
"3926",4926,"None",1.8,"None"
"3927",4927,"None",2.8,"None"
"3928",4928,"None",2.8,"None"
"3929",4929,"None",3.6,"None"
"3930",4930,"None",3.5,"None"
"3931",4931,"None",4.3,"None"
"3932",4932,"None",3,"None"
"3933",4933,"A",3.3,"None"
"3934",4934,"None",2,"None"
"3935",4935,"None",6.1,"A"
"3936",4936,"None",1.8,"None"
"3937",4937,"None",2.1,"None"
"3938",4938,"None",2.9,"None"
"3939",4939,"None",4.3,"None"
"3940",4940,"None",5.3,"None"
"3941",4941,"B",2.8,"None"
"3942",4942,"None",2.7,"None"
"3943",4943,"A",2.6,"None"
"3944",4944,"None",3.1,"None"
"3945",4945,"A",3.4,"None"
"3946",4946,"None",2.9,"None"
"3947",4947,"None",3.2,"None"
"3948",4948,"None",3.8,"None"
"3949",4949,"None",4.2,"None"
"3950",4950,"A",3.5,"None"
"3951",4951,"None",2.2,"None"
"3952",4952,"None",3.8,"None"
"3953",4953,"None",3.6,"None"
"3954",4954,"None",4.1,"None"
"3955",4955,"None",3.7,"None"
"3956",4956,"None",4.1,"None"
"3957",4957,"None",3.7,"None"
"3958",4958,"None",3.3,"None"
"3959",4959,"None",3.4,"None"
"3960",4960,"A",3.2,"None"
"3961",4961,"None",4.4,"None"
"3962",4962,"None",5.4,"None"
"3963",4963,"None",4.9,"None"
"3964",4964,"None",2.7,"None"
"3965",4965,"A",3.9,"None"
"3966",4966,"None",3.6,"None"
"3967",4967,"None",2.3,"None"
"3968",4968,"None",2.8,"None"
"3969",4969,"None",3.1,"None"
"3970",4970,"None",4.2,"None"
"3971",4971,"None",1.7,"None"
"3972",4972,"None",2.1,"None"
"3973",4973,"None",3.3,"None"
"3974",4974,"None",4,"None"
"3975",4975,"None",3.4,"None"
"3976",4976,"None",3,"None"
