"","sex","mstatus","age","children","occupation","education","income","avbal","avtrans","decision"
"1648",1,1,28,1,7,3,869.36,6742.84,912.21,3
"1649",2,2,40,1,4,3,3466.81,10199.24,239.32,3
"1650",2,2,40,0,7,2,6084.82,42728.23,5584.11,3
"1651",1,3,29,1,1,4,11609.053565,39255.485761,1647.289278,2
"1652",1,2,36,2,6,4,9244.717097,29782.437567,3734.075548,1
"1653",2,1,70,1,9,4,4437.68,21442.62,473.72,3
"1654",1,2,40,2,6,4,3409.30229,20415.463552,1392.277221,1
"1655",1,1,44,2,4,1,7611.07,19088.76,3066.3,3
"1656",1,3,23,0,2,3,2493.898734,16702.719089,527.380571,2
"1657",1,3,27,0,6,4,6245.415511,26069.767501,2604.016258,2
"1658",1,3,28,0,1,4,10977.928148,50579.596947,3300.137439,2
"1659",1,3,24,0,6,4,12621.113576,17649.702898,3294.940075,2
"1660",1,2,39,2,7,4,3927.773121,16100.274564,1212.482763,1
"1661",1,2,38,0,8,4,2913.148308,16942.604899,1937.020519,1
"1662",2,3,26,0,2,2,11239.19,55977.79,4318.37,3
"1663",1,3,28,0,4,3,684.95,12000.74,1082.56,3
"1664",2,2,23,0,3,1,5167.35,19008.33,1141.05,3
"1665",2,3,20,0,7,4,4959.407794,23600.785433,1772.875583,2
"1666",2,2,53,2,4,4,4408.43,24776.96,1946.16,3
"1667",1,3,25,0,6,4,5405.503761,28362.729157,2255.485928,2
"1668",1,2,30,2,6,4,3565.342396,29919.072431,2325.442179,1
"1669",1,2,39,3,1,4,3981.679465,16603.453351,1532.750313,1
"1670",1,3,32,0,4,4,2526.79,35832.65,1716.39,3
"1671",1,2,56,1,1,4,4670.3,22049.58,2548.68,3
"1672",1,3,27,0,2,3,4327.417003,17774.372406,511.016699,2
"1673",1,2,48,1,1,4,4985.57,10973.46,2729.26,1
"1674",1,3,24,0,6,4,10579.462146,17497.864975,2626.513446,2
"1675",2,3,25,0,4,3,4991.673266,20716.777964,868.112583,2
"1676",1,3,28,0,1,4,10611.268253,47448.330995,2645.393075,2
"1677",2,3,26,0,7,4,4562.691211,24993.60333,2407.824919,2
"1678",1,3,29,0,3,1,13056.93,35535.66,4908.91,3
"1679",2,3,25,0,8,4,12252.083604,29933.121058,3007.233881,2
"1680",1,2,40,1,6,4,6991.31,20261.34,2400.23,3
"1681",2,3,28,0,3,3,2966.88,21066.84,1196.25,3
"1682",1,3,27,0,1,4,10552.175122,49077.972275,2722.985976,2
"1683",1,2,51,1,5,3,1262.794016,23178.809816,1973.149872,1
"1684",1,2,37,1,1,3,9165.653635,16674.477193,2037.896805,1
"1685",1,2,65,1,2,2,7233.79,41562.61,2924.97,1
"1686",2,3,26,1,4,3,5095.337454,20746.340597,931.042266,2
"1687",2,3,20,0,1,3,2692.48,20954.73,2516.79,3
"1688",1,3,28,1,1,4,11007.069992,35718.673328,1898.123136,2
"1689",2,2,44,3,6,1,16074.76,38266.96,3526.25,1
"1690",1,2,35,2,5,4,7227.431252,25856.823787,1851.798048,1
"1691",2,2,36,2,4,4,4845.989686,22774.021173,2353.357232,1
"1692",1,2,42,2,7,3,2374.748427,12730.714213,660.807234,1
"1693",1,3,20,0,5,3,2112.646988,10034.879721,972.735008,2
"1694",2,3,20,0,8,4,3506.84,27505.16,3778.29,3
"1695",1,3,28,0,1,4,11498.969603,48730.925688,2650.925354,2
"1696",2,2,46,2,7,3,3595.171013,9817.473373,667.069162,1
"1697",1,2,41,1,7,4,2513.18,4514.59,2096.18,1
"1698",1,3,28,0,6,4,7871.600933,27097.724458,2701.93002,2
"1699",1,3,29,1,1,4,10115.564174,46219.219896,3373.840343,2
"1700",1,2,36,0,7,3,2861.86,12341.95,1379.41,1
"1701",1,3,22,0,4,2,9074.18,45822.57,3808.06,3
"1702",1,2,60,0,3,4,7351.53,33034.05,674.53,3
"1703",2,3,25,0,4,4,4943.25,5899.82,1577.68,3
"1704",1,3,27,0,7,4,9042.297807,25823.148635,2572.41653,2
"1705",1,2,43,1,7,3,638.188696,5733.105804,1221.58659,1
"1706",1,3,23,0,3,2,12847.93,33671.32,4842.15,3
"1707",1,3,26,0,7,4,9008.70864,25974.385601,2548.222303,2
"1708",1,3,23,0,2,3,2094.022464,16704.286126,557.348342,2
"1709",1,2,50,2,6,4,2656.373737,27204.070792,1424.681509,1
"1710",1,2,36,1,7,3,1689.579703,11780.762151,608.662917,1
"1711",2,3,30,1,8,4,10210.917652,32795.069749,1878.782916,2
"1712",2,3,23,0,7,4,3404.088198,24227.627798,2127.563868,2
"1713",1,2,40,2,3,3,664.5,15280.47,1111.38,1
"1714",1,2,38,0,1,1,8498.931547,14078.142846,2365.301202,1
"1715",1,1,33,1,8,3,782.64,15740.16,2098.98,3
"1716",2,2,69,1,9,4,3509.98,23594.99,948.18,1
"1717",1,2,41,1,1,1,8784.716483,14856.616492,1699.104602,1
"1718",2,3,28,0,5,4,8104.822283,13386.69005,1700.409792,2
"1719",1,2,22,1,5,4,3085.8,16657.99,1899.98,1
"1720",1,1,45,1,4,3,1779.11,11999.6,703.67,3
"1721",2,3,21,0,7,4,4930.339674,23664.475859,1812.268782,2
"1722",1,3,23,0,6,4,12572.549652,17680.032152,3173.373621,2
"1723",2,2,41,1,1,3,2219.61,16136.1,280.08,3
"1724",1,3,28,0,6,4,7846.338712,27072.858196,2700.697171,2
"1725",1,2,41,2,7,3,3065.146993,12422.309227,1145.695574,1
"1726",1,2,39,1,7,4,4533.318865,20118.034869,1175.501799,1
"1727",2,2,46,2,7,3,3501.052259,9849.024149,898.597571,1
"1728",2,3,26,0,7,4,11674.689596,34444.124914,1958.299182,2
"1729",1,3,25,2,6,4,9296.664844,19106.685531,2585.925102,2
"1730",1,2,36,2,6,4,4151.07345,23185.263212,2482.929331,1
"1731",2,1,43,1,5,3,2440.21,19562.72,1236.97,3
"1732",1,2,39,2,5,4,5981.44,27497.47,1459.83,1
"1733",2,3,20,0,7,4,4939.63045,23258.463538,1382.297957,2
"1734",1,3,20,0,6,4,6781.92,21991.83,2884,2
"1735",2,4,60,0,7,4,4092.82,12359.94,1530.55,3
"1736",1,2,50,1,3,3,843.07,16185.91,445.06,1
"1737",1,3,29,0,2,1,3440.76,25877.84,1113.6,3
"1738",1,2,39,2,6,4,2892.673942,32789.926556,2453.375935,1
"1739",2,3,25,0,7,4,4536.621292,25567.980863,1816.45909,2
"1740",1,3,25,0,2,3,3707.120251,17462.015076,488.449938,2
"1741",1,2,69,0,9,1,4203.1,20957.13,1200.68,3
"1742",1,2,51,1,1,1,9228.19789,14664.598177,1626.22759,1
"1743",2,2,40,1,7,1,11223.81,16528.01,1250.11,3
"1744",1,3,27,1,1,4,8801.437446,45411.72926,3472.834686,2
"1745",2,3,48,0,7,3,1426.36,4914.78,1328.45,3
"1746",1,3,28,0,7,1,9986.75,44775.16,2662.94,3
"1747",1,1,38,1,5,1,5661.21,47751.32,3000.84,3
"1748",1,2,49,2,6,4,7904.518653,29641.112156,2067.5556,1
"1749",1,2,37,1,6,4,4246.831738,20428.952162,2706.553696,1
"1750",2,3,39,0,5,4,2821.16,35354.49,491.95,3
"1751",1,2,52,1,1,3,8762.33,14752.59,1487.77,1
"1752",2,2,35,2,3,3,2605.72,8699.05,530.08,3
"1753",2,3,28,0,4,3,4989.409909,20322.602267,812.539321,2
"1754",1,3,21,0,6,4,7019.820105,26420.950058,2745.525223,2
"1755",1,2,33,3,6,4,3810.511554,20496.391869,1445.877731,1
"1756",2,3,22,0,7,4,4470.683962,26165.037461,1815.731371,2
"1757",2,3,19,0,7,4,4949.332657,24463.202446,1995.971596,2
"1758",1,3,28,0,5,3,2987.61,13622.4,547.52,3
"1759",2,2,56,1,4,4,4988.09,22007.77,1495.21,1
"1760",2,3,25,0,7,1,9923.55,15604.72,2390.99,2
"1761",2,3,20,0,7,4,4945.501338,24466.020786,2064.946986,2
"1762",2,3,28,0,4,3,2244.02,10163.05,505.16,3
"1763",1,2,29,2,5,4,4985.57,10973.46,2729.26,1
"1764",1,2,35,1,6,4,9899.649535,29906.233732,2299.492296,1
"1765",2,3,24,0,7,4,4583.651962,26185.632264,1694.564042,2
"1766",1,3,43,0,1,4,2803,18091.39,391.03,3
"1767",2,1,46,2,1,3,4408.43,24776.96,1946.16,3
"1768",1,3,28,0,7,3,3197.57,11993.19,1374.47,3
"1769",1,3,26,0,6,4,5336.983498,29278.622051,2583.06311,2
"1770",1,2,43,2,5,4,7595.543162,22767.791366,1924.439156,1
"1771",1,1,67,1,9,1,4425.45,29600.36,1122.1,3
"1772",1,3,21,0,7,4,7253.39,8782.71,1781.74,3
"1773",2,1,47,0,6,3,5078.44,22162.69,922.89,3
"1774",2,2,33,2,6,1,14020.885745,46131.784662,4144.413385,1
"1775",1,3,24,0,2,3,2634.359795,16993.508274,477.507811,2
"1776",2,1,43,0,4,4,4449.75,22624.1,1274.35,3
"1777",1,4,56,1,4,4,6855.79,16536.76,877.52,3
"1778",2,2,27,2,8,1,9881.13261,49206.414913,2934.483773,1
"1779",2,3,32,0,7,4,5230.52,20233.27,679.47,3
"1780",1,3,40,0,3,4,6009.25,22844.52,1212.4,3
"1781",2,3,24,0,7,4,4948.475212,23660.38608,1735.031659,2
"1782",1,3,26,0,6,4,9046.628358,25910.951602,3561.356123,2
"1783",1,3,24,0,6,4,6787.750375,26610.310753,2603.013185,2
"1784",2,2,56,1,4,1,13393.43,3794.19,2492.07,3
"1785",1,3,27,0,8,4,7890.050105,27655.789432,2512.455491,2
"1786",2,3,23,0,7,4,4573.960269,26126.713824,1727.502207,2
"1787",1,2,36,1,6,4,9470.296154,28744.734423,2770.709474,1
"1788",1,2,59,2,5,3,2461.32,11150.49,1260.11,3
"1789",1,3,24,0,6,4,6800.774812,26597.923432,2689.22733,2
"1790",1,3,34,0,4,4,5011.08,39541.94,1501.54,3
"1791",1,2,43,1,4,4,6464.9,20359.66,724.33,3
"1792",1,2,69,1,9,1,2999.64,20974.84,1270.29,3
"1793",1,3,21,0,4,4,5258.692239,23086.039009,2037.523692,2
"1794",1,1,45,3,3,4,8372.52,28836.43,1949.38,3
"1795",1,2,63,0,4,4,3694.073007,21588.711042,922.356488,1
"1796",2,3,19,0,7,4,4946.310594,24466.520788,2019.550195,2
"1797",1,3,27,0,6,4,6209.728795,26075.338681,2667.17748,2
"1798",2,2,38,2,7,3,2204.671736,16304.399519,489.574656,1
"1799",2,3,26,0,8,4,12145.373184,29574.835744,2638.460227,2
"1800",1,2,40,1,7,3,2468.998254,19668.469776,1381.03086,1
"1801",1,3,20,0,5,3,1775.581697,9798.061428,1185.417551,2
"1802",1,1,27,1,4,3,1804.89,10185.35,687.71,3
"1803",2,3,27,0,8,4,10518.026235,30958.35491,1884.804368,2
"1804",1,2,52,1,7,4,3195.514674,4539.884567,2080.630581,1
"1805",1,2,46,2,5,1,9920.57,31883.49,3014.12,1
"1806",1,2,67,3,7,4,3959.933344,19419.858896,1433.573882,1
"1807",1,2,40,2,5,4,4088.800805,25461.968332,2784.269363,1
"1808",1,2,51,0,3,1,10716.45,34888.58,3899.33,1
"1809",2,3,22,0,6,4,4800.635451,26349.70349,1874.564201,2
"1810",1,3,27,0,2,3,4197.963273,15187.665518,701.642754,2
"1811",1,3,28,0,6,4,6664.345665,27697.476477,3083.896322,2
"1812",2,2,40,0,7,3,4056.87704,7921.938149,1379.606769,1
"1813",1,2,42,1,6,4,2357.66,21720.73,1768.79,3
"1814",1,2,61,0,8,3,2245.349678,16255.173676,1379.167121,1
"1815",1,2,47,2,6,4,3485.743189,20239.353055,1404.521767,1
"1816",2,2,43,1,7,3,2859.882586,10332.367562,951.457896,1
"1817",1,3,21,0,6,4,6818.33667,26518.021386,2659.748855,2
"1818",2,1,64,3,3,4,6624.39,18540.12,1867.26,3
"1819",2,2,44,3,1,3,1988.124622,15788.739759,881.891868,1
"1820",1,3,27,0,2,4,6211.77,2184,1301.12,3
"1821",1,2,62,3,1,1,8363.159601,14126.471329,1481.503894,1
"1822",2,2,26,1,9,3,831.614816,8919.230655,1198.353738,1
"1823",2,3,27,0,5,4,8267.382571,13036.203989,1706.21546,2
"1824",1,4,86,1,9,4,2570.37,16876.54,400.03,3
"1825",1,2,47,1,9,3,777.37341,6444.109821,1438.179627,1
"1826",1,3,27,0,2,3,3819.841636,17765.515901,609.360941,2
"1827",2,2,38,0,7,3,2719.257548,10362.188386,946.81494,1
"1828",1,2,63,1,1,3,2252.869717,15863.844054,1263.339792,1
"1829",1,2,29,1,3,4,6111.69,16563.68,1184.51,3
"1830",2,3,27,0,5,4,8168.080748,12063.135564,1751.384477,2
"1831",2,3,22,1,4,3,5071.631885,20913.112296,966.242916,2
"1832",1,1,36,2,4,2,10875.01,40252.13,1017.16,3
"1833",1,2,39,2,3,2,12786.15,33769.61,2758.88,3
"1834",1,1,46,2,3,4,6179.19,21269.47,1503.78,3
"1835",1,2,50,3,4,4,4278.320213,21318.579139,2694.714666,1
"1836",2,2,39,1,7,3,2845.86606,10371.778408,1009.451724,1
"1837",1,2,54,3,5,3,1094.51,20597.15,956.35,3
"1838",1,2,49,2,7,3,3212.557057,12541.940732,886.272319,1
"1839",1,2,42,2,7,4,5865.07629,35497.487551,1485.292595,1
"1840",2,3,25,0,7,4,4628.194854,24876.855386,2405.613018,2
"1841",1,2,36,2,1,4,2418.01,12000.81,582.9,1
"1842",2,3,21,0,7,4,5225.693466,23357.471535,2024.364644,2
"1843",1,2,53,1,7,4,6546.335657,19679.671877,784.143541,1
"1844",2,2,52,2,9,3,1282.986564,7811.880263,1497.402048,1
"1845",1,2,38,2,5,4,6724.715403,25861.356209,737.674633,1
"1846",2,2,46,0,6,4,7436.51,29997.64,2585.14,3
"1847",1,2,33,2,5,4,7467.59,34680.22,1984.68,3
"1848",1,2,29,0,5,4,9565.741955,26914.42553,1961.110456,1
"1849",2,1,61,1,5,1,14926.46,23191.1,2926.1,3
"1850",2,1,28,1,3,4,8350.2,37003.44,1985.23,3
"1851",2,3,23,0,7,4,4638.521908,25832.830754,1839.155499,2
"1852",1,3,28,0,4,1,11814.06,39759.75,1111.54,3
"1853",2,2,28,0,4,4,5002.68,12144.19,2225.71,3
"1854",2,2,40,2,7,3,3029.552942,15598.649049,475.300039,1
"1855",1,1,37,1,2,2,2280.32,36550.24,4633.44,3
"1856",1,3,27,0,8,4,7922.456803,27705.583253,2685.634478,2
"1857",1,2,40,4,7,3,2631.098301,13370.609269,873.5322,1
"1858",1,2,42,0,2,1,8762.33,14752.59,1487.77,3
"1859",1,3,19,0,4,4,5071.84,1312.35,1290.1,3
"1860",1,2,34,1,3,3,969.962465,15718.710469,865.884508,1
"1861",1,3,24,0,2,3,3917.878978,17169.379389,369.200032,2
"1862",1,3,27,0,6,4,8423.014671,25908.199468,4263.233688,2
"1863",1,2,43,2,6,4,3247.433083,26979.867244,1166.625219,1
"1864",1,3,26,0,1,4,9341.476495,43898.38154,3471.50171,2
"1865",1,3,27,0,6,4,6245.462261,26076.628355,2678.945453,2
"1866",1,2,23,0,8,4,2974.005314,16735.129897,2012.36163,1
"1867",2,3,21,0,7,4,5087.807384,23464.600481,1715.753764,2
"1868",2,1,46,0,7,4,5797.69,36154.76,1410.4,3
"1869",2,2,35,2,4,4,5295.23876,22817.402975,2172.187817,1
"1870",1,3,26,2,1,4,9329.232569,46377.063662,3398.01533,2
"1871",2,3,28,0,5,4,8334.727025,13178.031586,1669.309843,2
"1872",1,2,64,3,7,4,3781.412553,19238.299257,1271.452285,1
"1873",1,2,36,2,7,3,2226.720882,16588.135234,473.351878,1
"1874",1,2,30,2,6,4,3429.444434,29904.588665,2331.192209,1
"1875",2,3,27,0,5,4,7997.172421,13090.416068,1933.198953,2
"1876",1,3,22,0,5,3,2877.67281,10040.518922,812.229452,2
"1877",1,3,24,0,6,4,12622.913454,17663.613833,3306.779045,2
"1878",1,2,51,3,4,4,4649.987052,21378.829048,2585.69564,1
"1879",1,3,24,0,2,3,3753.509619,17450.484717,3113.131437,2
"1880",1,3,26,0,4,2,9994.61,51896.75,3851.1,3
"1881",1,2,40,1,7,4,4457.593694,34676.919067,1197.593703,1
"1882",2,1,62,2,4,3,2488.64,10866.6,968.54,3
"1883",1,2,42,0,1,1,9013.071812,14104.737997,1972.407291,1
"1884",2,3,27,0,5,4,7668.561598,11646.524485,2025.325264,2
"1885",1,3,27,0,6,4,8166.002516,26186.901901,2581.569721,2
"1886",1,2,47,2,6,4,9219.117844,28992.604472,1329.790068,1
"1887",1,2,43,1,7,3,3466.075721,12543.37298,1793.710935,1
"1888",1,1,41,4,7,1,7996.04,35515.14,2094.92,3
"1889",1,3,22,0,5,3,2894.690721,10067.010955,833.678936,2
"1890",1,3,26,1,1,4,10445.646303,46128.65093,3439.888145,2
"1891",1,3,27,1,1,4,11001.884691,35710.780785,1824.104631,2
"1892",1,3,20,0,5,3,1933.267581,10000.983872,1075.849493,2
"1893",2,3,20,0,6,1,7573.42,27623.04,4959.68,2
"1894",1,2,58,1,8,4,6886.83,29094.03,1178.01,3
"1895",1,3,24,0,6,4,9374.103659,18161.486987,2441.071584,2
"1896",2,3,28,0,7,4,11242.341547,35322.824848,1823.073876,2
"1897",1,2,56,2,8,4,6923.76,22465.76,2259.66,3
"1898",1,3,27,0,1,4,10713.879355,35448.559252,1733.540927,2
"1899",1,2,65,1,6,4,3560.036546,21980.382104,938.103542,1
"1900",1,2,46,2,6,4,2957.533721,27007.372428,1299.006191,1
"1901",1,4,62,1,7,4,5493.41,24729.65,2159.55,3
"1902",2,2,31,1,5,3,730.823387,22819.135225,1723.836854,1
"1903",2,2,32,0,1,2,1086.68,12004.37,1325.86,3
"1904",1,1,67,1,9,2,5387.15,35500.66,1506.26,3
"1905",1,3,21,0,5,3,3044.446369,10137.176853,674.502899,2
"1906",1,3,21,0,5,3,1884.017443,9965.591896,1099.679245,2
"1907",2,3,28,0,5,4,8069.762608,13334.848337,1705.166157,2
"1908",1,2,38,2,6,4,4151.257902,20506.515083,1455.913549,1
"1909",2,3,28,1,4,3,5228.850843,19897.001089,1155.133516,2
"1910",1,3,31,0,4,4,5416.61,20017.6,2437.66,3
"1911",2,3,28,1,8,4,10683.408939,35395.920072,1793.625721,2
"1912",1,2,44,4,2,4,3546.13,14623.72,999.89,3
"1913",1,1,49,0,4,1,8099.53,25169.78,2488.36,3
"1914",1,2,33,2,6,4,10454.423876,30139.602936,4038.12425,1
"1915",2,4,60,1,2,4,2621.31,20286.26,493.89,3
"1916",2,1,41,0,3,3,738.95,15779.52,1382.27,3
"1917",2,3,28,1,4,3,5005.6014,20274.262091,685.083616,2
"1918",2,2,45,2,7,3,3327.579437,10557.693101,983.081003,1
"1919",2,3,29,0,5,4,4295.75,19601.9,792.41,3
"1920",2,2,66,2,9,2,5351.61,37993.15,1498.5,3
"1921",1,3,20,0,5,3,1781.931891,9729.543658,1170.211433,2
"1922",2,3,26,0,7,4,4075.648851,25040.268162,2454.326779,2
"1923",1,3,26,2,1,4,10452.856172,46394.385624,3388.714675,2
"1924",1,2,47,1,8,4,3914.73,20661.76,2954.27,1
"1925",2,3,23,0,7,4,4949.925359,23665.216881,1712.426878,2
"1926",1,3,27,0,6,4,9195.186368,25719.278818,4175.873466,2
"1927",2,2,26,1,9,3,1120.656427,9118.070382,823.111783,1
"1928",2,3,30,1,8,4,10462.976612,32714.087475,1830.947508,2
"1929",1,3,26,2,1,4,8430.636817,45018.822832,3473.888635,2
"1930",1,2,47,3,6,1,7174.52,51443.33,4874.25,3
"1931",1,2,37,2,5,4,7555.669963,25556.242978,1300.609775,1
"1932",1,2,29,1,5,4,7521.963534,25714.83046,1578.868943,1
"1933",1,2,40,1,7,4,3202.815567,7887.558704,1265.387625,1
"1934",1,2,39,1,7,4,4504.985058,20159.847634,1200.874019,1
"1935",1,2,43,1,7,3,1491.114838,12038.685906,801.252817,1
"1936",2,3,28,0,4,4,3327.88,5597.75,1518.82,3
"1937",2,2,41,0,3,4,4203.52,17934.65,1215.02,3
"1938",1,3,28,0,2,3,3638.38232,17860.024003,574.40979,2
"1939",1,2,41,1,6,4,4251.800451,24891.145537,2271.045561,1
"1940",2,2,45,4,1,3,1999.143676,15807.768353,869.496674,1
"1941",2,3,24,0,7,3,1121.06,12028.5,1285.31,3
"1942",2,2,43,3,1,3,2102.368227,16091.938086,623.576547,1
"1943",1,2,37,2,7,3,2681.207041,11526.6318,273.891426,1
"1944",1,3,26,0,6,4,6559.436653,26704.927987,2628.743919,2
"1945",1,2,36,2,7,3,2508.844736,11628.200411,428.077105,1
"1946",1,1,38,2,5,3,586.61,18404.74,1580.6,3
"1947",1,3,20,0,5,3,1953.022308,10005.018418,1072.365065,2
"1948",1,2,61,2,7,4,4095.180303,4514.523479,1156.783424,1
"1949",2,2,56,2,7,3,2096.48834,7653.2541,1689.384461,1
"1950",2,2,40,3,7,4,2248.96,20332.04,1651.66,3
"1951",1,3,25,0,2,3,3766.684373,17450.74343,2825.387244,2
"1952",2,2,54,3,4,3,2973.28,12826.05,947.26,1
"1953",1,3,25,0,2,3,3666.595646,17468.634946,3485.480052,2
"1954",1,2,37,2,5,4,7110.56885,25859.404684,1194.531315,1
"1955",1,2,48,1,7,4,6634.903493,19832.069315,995.460276,1
"1956",1,3,26,0,2,3,2622.973626,16456.345533,527.983382,2
"1957",1,2,37,2,6,4,10182.237654,29495.395039,4149.693679,1
"1958",2,3,22,0,4,3,3086.05,10153.88,592.97,2
"1959",1,3,27,0,1,4,8841.739829,45394.771616,3472.853802,2
"1960",2,3,30,1,8,4,10449.92682,32825.380254,1884.707643,2
"1961",1,2,50,2,7,3,4852.825596,13748.847589,1627.497687,1
"1962",2,3,27,0,7,3,2047.22,13802.91,795.24,3
"1963",2,3,27,0,5,4,8041.785305,13330.53853,1771.265256,2
"1964",1,1,48,3,3,1,8414.09,41495.14,2999.48,3
"1965",2,2,45,2,4,1,11164.85,46632.5,2541.4,3
"1966",2,2,40,2,1,3,2146.433619,15989.264004,1207.945441,1
"1967",2,1,43,2,4,4,6406.75,39372.53,1783.25,3
"1968",2,2,43,3,1,3,2131.471547,15822.860857,895.357362,1
"1969",1,2,26,2,3,4,7415.44,24067.8,2215.54,1
"1970",1,2,36,2,7,3,2674.668991,11790.833911,290.430932,1
"1971",1,2,35,4,1,4,4203.398077,16775.210968,1810.249454,1
"1972",1,2,38,2,6,4,3490.976462,24954.458823,1557.590944,1
"1973",2,3,39,0,3,4,8783.51,30179.66,1292.94,3
"1974",1,3,23,0,7,1,8593.5,25264.35,1916.31,3
"1975",1,2,52,0,5,3,889.98,19738.64,1201.9,3
"1976",1,3,24,1,6,4,7015.772602,20841.696677,2371.889039,2
"1977",2,2,32,3,5,1,9066.49,32186.72,2999.98,3
"1978",1,3,27,0,6,4,8118.032283,26191.097927,2621.848945,2
"1979",2,3,26,0,7,4,13789.517656,34947.448384,2058.172103,2
"1980",2,3,27,0,5,4,8263.175236,13319.07599,1707.023127,2
"1981",2,1,42,2,7,4,5588.66,16456.78,1150.25,3
"1982",2,3,29,0,8,4,13669.245758,29991.558476,3230.627543,2
"1983",1,3,23,0,8,1,9998.06,41793.7,3878.02,3
"1984",2,3,25,0,7,4,3751.665012,24268.458948,2505.978287,2
"1985",1,2,33,1,7,4,4216.764704,8415.607018,1491.467977,1
"1986",2,3,27,0,5,4,7996.111403,13059.220237,1926.831222,2
"1987",2,3,40,0,5,4,7128.14,26372.59,2004.44,3
"1988",2,3,28,0,5,4,8479.749116,12866.219411,1670.379196,2
"1989",1,2,34,4,1,4,4374.720376,16794.322238,1814.30446,1
"1990",1,2,30,2,5,4,4985.57,10973.46,2729.26,1
"1991",2,3,21,0,7,4,5024.097689,23589.393151,1702.700498,2
"1992",1,2,38,1,6,1,9967.228935,46871.098019,4546.910523,1
"1993",1,3,25,0,2,3,4292.101411,17549.152957,600.665485,2
"1994",2,3,29,1,8,4,10396.568319,32201.384298,1726.237434,2
"1995",1,2,32,1,4,3,2986.331841,20743.652166,1350.058545,1
"1996",1,2,70,0,9,3,1288.69,5364,825.7,3
"1997",1,3,27,0,1,4,10830.530023,35709.882931,1766.094602,2
"1998",1,3,27,0,1,4,8925.779511,45447.832624,3472.676978,2
"1999",1,3,27,0,6,4,7874.667253,27073.933228,2648.025605,2
"2000",1,3,26,0,6,4,6047.512293,28228.119172,3041.939422,2
"2001",1,3,26,0,7,2,13205.43,15820.11,6857.32,3
"2002",2,3,20,0,4,3,4938.297807,20502.259795,715.065138,2
"2003",1,2,41,2,5,4,5898.483962,27807.045676,1158.311584,1
"2004",2,2,40,2,8,3,3233.24,20215.56,1121.44,1
"2005",1,3,21,0,6,4,6923.585527,26388.203438,2801.720445,2
"2006",2,3,21,0,7,4,5209.298153,23402.236383,1969.268925,2
"2007",2,3,28,0,7,4,6062.1,20560.95,1295.14,3
"2008",1,2,52,1,7,4,6658.621743,19969.526407,918.804317,1
"2009",2,4,62,1,4,4,5010.56,20885.41,2227.87,3
"2010",1,3,23,0,2,3,3831.484945,17091.371146,629.266965,2
"2011",1,3,27,0,2,3,3592.467773,17857.327049,575.298715,2
"2012",1,3,47,0,1,3,3496.41,25664.44,1258.45,3
"2013",1,3,27,0,8,4,7889.817152,27668.232394,2612.838641,2
"2014",2,1,59,2,2,3,1539.08,21834.78,776.93,3
"2015",1,3,25,1,4,4,7025.711366,21378.554555,2376.95037,2
"2016",2,3,36,0,4,2,10187.55,47354.33,5338.71,3
"2017",1,3,27,0,1,4,10560.836372,47677.102704,2892.201526,2
"2018",1,3,22,0,5,3,3137.07748,10254.922087,891.437094,2
"2019",1,1,53,0,6,1,10167.85,30890.61,5220.9,3
"2020",1,2,62,2,7,3,2712.458004,12460.302712,733.953965,1
"2021",1,3,25,0,1,4,6724.33,30160.66,3153.15,3
"2022",1,1,42,2,4,1,2500.22,16570.72,2739.64,3
"2023",1,4,50,1,1,4,6265.25,36320.75,3731.41,3
"2024",1,2,35,1,7,3,2510.952572,18844.539744,759.850725,1
"2025",1,2,29,1,8,2,10088.089472,64423.317724,3165.507556,1
"2026",1,2,41,2,7,4,5778.571378,35633.346603,1346.556469,1
"2027",2,2,42,1,8,1,6752.378489,54466.477857,3784.231946,1
"2028",2,3,21,0,7,4,4955.903781,23627.831541,1772.752815,2
"2029",2,2,38,0,6,3,3216.32,7789.15,1319.78,3
"2030",2,2,49,1,9,3,821.897682,6981.365215,1638.999471,1
"2031",2,2,31,0,4,3,2577.15,8128.83,865.83,3
"2032",1,3,26,0,7,4,9121.219337,25923.294844,2555.762114,2
"2033",1,2,29,0,5,4,9620.29,27409.37,2176.26,1
"2034",2,1,32,0,3,4,6118.91,24017.18,2372,3
"2035",1,3,23,0,2,3,3808.270926,17180.390523,625.845113,2
"2036",1,2,45,1,1,3,8912.534724,16880.691294,2283.012697,1
"2037",1,3,41,0,6,4,7035.51,44155.93,3188.92,3
"2038",1,3,25,0,2,3,3865.8871,17459.865298,626.493852,2
"2039",1,4,42,3,5,3,2200.89,25663.49,1212.2,3
"2040",2,1,57,1,3,1,12961.14,29922.37,1981.44,3
"2041",2,2,39,2,1,3,2145.951097,15994.102793,1160.131447,1
"2042",1,3,24,0,2,3,3474.663878,17477.577218,3346.231633,2
"2043",1,1,52,2,4,2,11524.54,20139.88,6080.2,3
"2044",1,3,26,0,7,4,8901.545811,26119.713628,2548.328145,2
"2045",1,2,52,2,5,4,5911.323818,29989.434838,820.418472,1
"2046",2,3,23,0,7,4,4523.142114,24424.909305,2501.251332,2
"2047",2,3,47,0,7,3,1138.75,6919.85,341.5,3
"2048",1,3,27,1,1,4,8493.191488,45288.670601,3473.888654,2
"2049",2,3,27,0,7,2,10358.03,25939.39,6537.16,2
"2050",2,2,26,1,9,3,1100.043059,9154.64501,385.282909,1
