index, sex, mstatus, age, children, occupation, education, income, avbal, avtrans,
1429,1,4,41.73,0,5,1,9027.21,46751.07,3001.15,
1430,2,2,37.19,2,5,3,3488.91,18785.4,1030.25,
1431,2,1,26.73,0,1,4,3488.91,18785.4,1030.25,
1432,1,1,34.84,0,7,4,3653.97,14994.18,1050.2,
1433,1,4,30.1,0,5,1,7943.7,31250.24,4874.7,
1434,2,3,80.54,3,9,1,4000.2,10789.34,923.54,
1435,2,2,38.57,0,1,3,4000.2,10789.34,923.54,
1436,1,4,44.54,2,2,4,4000,21640.84,1345,
1437,2,2,24.97,2,3,3,2914.85,22664.9,202.57,
1438,2,4,37.1,2,4,3,2644.36,12049.04,782.73,
1439,1,2,40.03,2,6,3,2885.12,29314.62,2246.47,
1440,1,2,45.5,1,6,3,3501.13,24664.73,1774.49,
1441,2,2,52.5,1,2,1,8675.5,9558.77,1823.42,
1442,1,2,60.73,1,3,3,3385.08,17624.71,1084.8,
1443,1,1,39.83,0,4,4,4990.84,21704.26,2065.22,
1444,1,3,69,2,9,3,2058.46,12311.28,976.56,
1445,1,3,83.37,1,9,3,2589.62,11636.58,773.19,
1446,2,1,27.1,0,1,4,2589.62,11636.58,773.19,
1447,2,2,40.81,2,7,4,7539.62,10094.71,1515.42,
1448,2,4,44.89,2,6,1,10570.81,54851.75,4190.17,
1449,2,2,26.11,1,3,1,5326.12,31183.57,1193.75,
1450,1,1,24.8,0,4,3,3730.83,13210.28,601.99,
1451,1,2,41.47,0,4,1,9116.01,29076.57,1811.37,
1452,2,3,87,1,9,4,3469.33,18221.93,636.99,
1453,1,3,75.2,1,9,4,3844.49,12632.6,620.21,
1454,2,1,27.38,0,3,3,2646.42,15968.99,1053.78,
1455,1,2,32.74,1,2,4,2515.94,9795.83,1030.63,
1456,2,4,36.71,1,2,3,1411.03,14230.61,921.07,
1457,2,1,45.08,0,6,4,7850.33,39232.24,2534.66,
1458,1,4,44.28,0,5,3,2243.17,12635.41,2031.05,
1459,1,1,19.76,0,5,4,5905.1,23891.81,1693.63,
1460,2,2,61.66,2,4,3,1997.64,20526.35,493.53,
1461,1,1,36.89,0,3,4,9187.88,22738.49,2343.07,
1462,2,2,24.73,3,4,2,10200.62,21583.51,6699.61,
1463,1,3,60.46,1,8,4,7690.55,29029.06,2719.49,
1464,2,2,40,2,2,1,7215.46,41601.12,1661.14,
1465,1,2,60.88,0,4,4,5801.74,12532.18,1945.69,
1466,1,3,64.9,1,7,1,7152.23,22115.2,2210.51,
1467,2,2,44.4,2,7,1,7802.61,30530.4,2172.2,
1468,1,2,44.04,2,3,3,2815.21,14611.46,1198.24,
1469,2,1,29.5,0,3,3,1975.64,16010.66,2126.42,
1470,2,1,23.06,0,4,1,8590.48,45466.31,2491.77,
1471,2,2,35.75,1,2,3,1938.49,19602.26,105.94,
1472,2,4,63.64,2,4,1,8489.63,26912.16,3694.74,
1473,2,1,41.43,0,1,1,8489.63,26912.16,3694.74,
1474,1,4,41.16,3,4,4,4597.49,10756.9,2049.68,
1475,1,4,45.01,0,1,4,4597.49,10756.9,2049.68,
1476,2,2,40.04,2,2,3,889.78,7187.12,600.96,
1477,2,4,31.6,0,5,4,5818.21,24362.28,2109.35,
1478,2,1,35.65,0,4,4,2121.04,32484.54,1473.57,
1479,2,2,46.3,1,1,3,2121.04,32484.54,1473.57,
1480,1,1,23.75,0,3,4,8048.04,23459.01,1910.67,
1481,1,2,30.35,1,3,2,8568.87,26079.83,4970.63,
1482,1,2,39.98,1,5,1,7645.91,30119.5,1851.04,
1483,2,2,37.43,1,7,1,7719.75,26867.41,2135.67,
1484,2,4,47.19,1,4,2,10125.37,30146.56,5985.46,
1485,1,1,27.99,0,3,1,9337.15,20689.35,1502.57,
1486,2,1,26.24,0,2,1,6818.1,17509.88,3146.19,
1487,2,2,22.46,1,4,4,4809.92,10373.24,1499.12,
1488,1,1,28,0,3,4,7347.83,27143.75,2070.74,
1489,1,2,40.96,0,4,3,2476.05,9445.49,323.48,
1490,1,2,34.47,0,3,4,3851.58,27909.75,1393.1,
1491,2,2,51.61,3,7,1,10219.46,11213.58,2504.79,
1492,1,2,35.84,2,5,1,13855,29118.57,3546.91,
1493,1,1,34,0,7,1,12989.85,30508.7,2672.94,
1494,1,4,44.63,1,1,1,12989.85,30508.7,2672.94,
1495,2,4,45.02,0,5,3,2886.11,11167.84,1275.63,
1496,1,2,30.93,2,4,4,3345.75,7857.86,1099.65,
1497,2,1,20.32,0,8,4,6772.39,22816.7,2077.06,
1498,1,3,60,2,3,4,5028.73,24003.29,2510.71,
1499,1,2,39.34,0,2,3,1999.01,9921.75,587.13,
1500,2,2,38.85,2,3,4,9274.25,22096.08,1641.84,
1501,2,2,57.69,0,4,3,1944.3,20494.45,708.04,
1502,2,1,29.9,0,2,1,6466.25,20033.27,2284.35,
1503,1,1,27.65,0,2,4,4437.42,5381.95,1609.45,
1504,2,2,28.81,1,3,4,3885.23,11388.31,2761.98,
1505,1,1,28.09,0,8,3,4826.47,25979.87,2500.35,
1506,2,2,39,0,6,2,10722.37,48214.17,6158.37,
1507,2,2,53.13,0,3,3,3253.87,13747.57,1193.42,
1508,2,2,60.86,1,8,3,1823.3,30825.12,1633.95,
1509,2,4,51.81,3,5,4,6001.25,10638.44,601.04,
1510,2,1,20.59,0,8,4,5760.31,15851.42,2192.41,
1511,1,1,32.8,0,5,2,5842.95,35850.31,5365.34,
1512,1,1,28.06,0,5,4,3053.99,28420.05,2647.58,
1513,2,2,26.82,2,7,1,2768.09,46537.77,2617.61,
1514,2,1,27.72,0,5,3,3229.27,18048.85,1203.72,
1515,2,1,24.79,0,3,1,9463.58,30957.66,4476.42,
1516,2,1,43.6,0,6,4,8004.39,36291.63,2744.28,
1517,2,1,27.83,0,3,4,4061.95,33698.83,2208.46,
1518,2,4,48.82,0,7,4,5038.97,16997.28,1184.48,
1519,1,4,71.27,0,9,3,2021.48,11578.03,738.52,
1520,1,2,58.19,1,3,4,5979.65,13823.91,1977.58,
1521,2,2,36.69,1,2,2,7435.86,40241.7,1460.29,
1522,1,2,60.25,0,6,3,2706.91,7080.52,1631.79,
1523,1,3,56.12,2,6,4,4656.04,34843.81,2909.97,
1524,2,2,39.93,2,7,4,5072.55,13575.6,1870.32,
1525,1,1,37.6,0,1,4,5072.55,13575.6,1870.32,
1526,1,4,51.3,0,6,1,12270.54,59440.8,2638.55,
1527,2,1,36.1,0,2,1,5962.76,25859.69,2005.38,
1528,2,1,26.41,0,8,3,2925.63,21075.11,1824.49,
1529,1,2,36.55,2,8,4,10233.66,17949.87,2947.99,
1530,2,1,41.25,0,7,1,9406.33,24634.28,2264.29,
1531,1,2,40.01,1,3,3,2927.85,10253.47,754.65,
1532,1,1,23.01,0,3,3,520.96,21721.53,1023.17,
1533,1,2,31.37,3,1,1,520.96,21721.53,1023.17,
1534,2,1,30.66,0,2,4,3220.76,17318.39,798.59,
1535,2,2,38.47,1,4,4,6299.49,34777.6,1826.64,
1536,2,2,49,0,6,3,3864.22,27822.38,1480.17,
1537,2,2,61.08,1,7,1,8037.2,37929.25,3135.3,
1538,1,2,24.69,1,4,2,4382.94,38142.77,4078.88,
1539,1,2,28.78,0,4,4,6059.32,20010.5,1479.72,
1540,1,3,84.17,2,9,1,3679.14,13504.1,1207.34,
1541,1,3,57.94,1,1,4,3679.14,13504.1,1207.34,
1542,2,2,20.75,2,8,4,9076.48,17854.06,1179.77,
1543,2,1,28.32,0,6,3,3261.32,26817.42,2444.8,
1544,1,1,21.87,0,3,4,5517.98,11030.76,2577.95,
1545,2,2,35.7,0,7,4,2357.22,33693.35,2435.15,
1546,1,1,22.72,0,5,4,9146.16,13585.33,761.18,
1547,1,4,50.25,0,5,3,2544.57,15039.33,2047.27,
1548,2,2,46.65,2,7,2,9434.27,53766.03,2442.15,
1549,1,2,39.99,0,6,2,19659.04,59919.08,5733.59,
1550,1,4,41.09,0,5,3,1032.02,9783.56,2168.52,
1551,1,3,62.12,0,4,3,1784.96,12926.73,775.72,
1552,1,4,43.5,0,3,1,13273.88,47025.65,2939.48,
1553,1,2,40.49,1,7,1,8877.05,25228.67,2734.48,
1554,1,4,65.68,3,9,4,4443.96,17138.65,1065.71,
1555,1,4,48.39,4,1,4,4443.96,17138.65,1065.71,
1556,1,4,40.89,1,2,4,3356.34,14676.18,824.53,
1557,1,1,42.7,0,5,4,6557.42,11592.35,2709.32,
1558,2,1,23.95,0,5,2,10554.25,25626.88,3397.27,
1559,2,2,60.41,0,7,1,7630.93,25028.34,3566.99,
1560,1,1,25.44,0,3,4,6056.31,11973.52,1924.49,
1561,1,1,28.42,0,3,4,5007,22990.51,459.68,
1562,2,3,84,2,9,3,1500.55,14237.87,802.04,
1563,1,3,59.37,2,1,3,1500.55,14237.87,802.04,
1564,2,4,28.89,1,3,1,7762.25,16095.68,3345.19,
1565,1,1,34.72,0,3,4,6518.44,22869.47,2009.79,
1566,1,4,68.23,0,9,3,1590.06,6194.93,801.83,
1567,2,1,21.79,0,1,3,1590.06,6194.93,801.83,
1568,2,2,52.12,1,3,3,1998.73,15888.44,1077.03,
1569,2,3,55.06,2,5,1,11486.65,28031.19,1319.11,
1570,1,4,45.1,2,6,4,8698,36118.66,1700.7,
1571,2,1,27.26,0,4,4,4540.74,19977.03,1063.4,
1572,2,2,31.08,2,4,3,2468.99,11979.61,810.58,
1573,1,4,35.27,1,1,2,2468.99,11979.61,810.58,
1574,1,2,34.97,2,8,1,6125.22,21183.69,3704.53,
1575,2,2,39.93,1,4,4,5433.09,4787.14,1012.39,
1576,2,4,48.06,0,7,3,3502.78,19204.75,1087.21,
1577,1,2,32.04,1,5,3,1564.19,12300.97,1060.53,
1578,2,1,24.33,0,4,1,2908.76,6866.42,1989.27,
1579,2,2,50.49,3,4,1,8454.59,28443.99,3148.71,
1580,1,2,35.3,1,5,1,10246.05,27583.76,4684.05,
1581,2,2,31.29,2,1,4,10246.05,27583.76,4684.05,
1582,2,1,22.97,0,1,3,10246.05,27583.76,4684.05,
1583,2,2,37.83,0,1,2,10246.05,27583.76,4684.05,
1584,1,2,48.69,0,5,2,12197.93,31608.69,4634.44,
1585,1,2,32.43,1,4,4,7390.46,2837.17,1309.3,
1586,2,2,41.26,0,7,4,6519.6,18344.92,1400.47,
1587,2,2,23.5,2,7,3,3805.99,11922.89,776.78,
1588,1,2,25.21,0,2,3,890.41,9586.29,918.28,
1589,2,4,50.69,0,7,1,7600.09,32625.13,2998.84,
1590,2,2,47.65,0,7,2,7995.06,50745.93,2449.83,
1591,1,1,22.3,0,7,3,2274.2,14134.23,810.07,
1592,2,2,32.01,2,4,1,5170.79,25349.68,1182.5,
1593,1,2,48.59,1,6,4,3737.55,42333.12,3754.7,
1594,1,2,38.89,1,5,3,1223.12,9961.63,1200,
1595,2,4,46.7,3,3,3,2725.42,10816.31,1442.26,
1596,1,2,39.97,0,4,4,6142.95,32918.04,1499.99,
1597,1,4,51.22,1,8,4,7010.99,36485.71,3744.68,
1598,1,4,30.99,0,7,3,2737.43,13708.44,784.42,
1599,2,1,21.59,0,5,4,5417.15,16381.79,2261.73,
1600,2,2,39.91,1,4,4,4759.74,6573.1,710.66,
1601,1,2,44.84,0,5,4,3758.19,24123.96,3533.71,
1602,2,1,18.36,0,5,4,9900.36,28007.68,1684.4,
1603,2,1,23.58,0,4,4,4991.58,27414.52,2215.81,
1604,1,4,65.5,2,9,1,5163.33,21033.49,1028.95,
1605,1,1,40.64,0,6,1,7664,61817.69,5350.96,
1606,1,4,41.91,1,3,4,6217.4,14340.57,1997.06,
1607,2,4,25.86,0,5,3,3102,16152.3,1191.99,
1608,2,3,55.95,1,4,2,10043.51,20729.25,2943.39,
1609,2,2,39.97,2,7,1,8444.89,22527.21,1390.58,
1610,2,1,31.84,0,8,3,2167.97,25715.21,2626.08,
1611,1,1,21.31,0,6,3,4951.68,22696.51,1959.37,
1612,2,2,24.09,0,5,3,663.78,25465.68,1118.43,
1613,2,2,32.64,2,5,1,4113.91,29988.13,4309.33,
1614,2,3,43.73,1,2,4,3220.49,24522.85,593.39,
1615,2,4,50.16,1,5,2,6596.3,33782.34,7108.11,
1616,2,1,24.54,0,7,1,6156.78,3129.88,2188.85,
1617,2,1,27.23,0,5,2,17612.99,25696.02,5892.24,
1618,2,1,27.89,0,7,4,4780.38,14009.77,907.26,
1619,2,1,25.31,0,4,4,4910.32,16431.02,1497.89,
1620,1,1,25.54,0,5,4,4889.59,24022.07,2122.88,
1621,2,4,28.1,2,2,3,1536.12,3764.52,214.05,
1622,1,1,28.05,0,6,4,8487.67,23868.59,3247.88,
1623,1,2,44.45,2,1,2,8487.67,23868.59,3247.88,
1624,1,4,28.76,2,3,4,8312.42,13021.22,1924.47,
1625,2,1,27.91,0,7,4,2918.83,32740.64,1408.17,
1626,2,2,39.32,3,3,3,2017.51,9474.48,1199.06,
1627,2,4,42.68,1,4,1,5072.41,3096.33,2014.63,
1628,1,2,61.17,1,6,1,5297.12,38198.26,2935.94,
1629,1,4,63.27,2,1,1,5297.12,38198.26,2935.94,
1630,1,2,63.7,1,7,4,5008.16,21828.88,1068.88,
1631,1,2,57.14,0,7,1,11403.94,17937.67,3097.38,
1632,1,3,53.08,1,5,4,3736.27,24351.14,1917.53,
1633,2,2,22.12,4,1,4,3736.27,24351.14,1917.53,
1634,2,1,27.95,0,1,4,3736.27,24351.14,1917.53,
1635,2,2,40.54,2,4,1,2743.07,24853.03,2297.02,
1636,2,1,21.56,0,8,3,3140.74,20279.45,974.92,
1637,2,1,18.74,0,7,2,10074.11,30812.53,4235.97,
1638,1,2,39.65,1,4,3,1582.25,11822.21,902.93,
1639,2,4,28.84,2,8,2,5022.14,73963.48,5497.28,
1640,2,1,27.97,0,7,3,4344.56,3342.91,1351.38,
1641,1,1,19.65,0,8,4,8426.1,29671.42,936.14,
1642,2,2,20.8,2,7,4,5124.42,20477.19,2243.63,
1643,2,2,40.35,2,4,4,2480.29,1963.2,664.64,
1644,2,2,36.79,2,7,3,1953.12,18773.21,683.24,
1645,1,2,51.81,3,3,4,6016.42,22529.07,1755.52,
1646,1,4,45.02,1,1,4,6016.42,22529.07,1755.52,
1647,2,4,48.24,0,3,4,6036,21311.33,1482.13,
1648,1,4,30.81,1,7,4,5210.8,620.32,2388.29,
1649,2,4,46.09,2,3,4,5029.86,14325.92,3468.14,
1650,1,3,68.03,2,9,4,3529.75,14999.75,750.49,
1651,2,1,39.04,0,4,3,2194.96,14294.12,801.4,
1652,1,2,28.84,1,5,4,5918.78,29608.3,2885.6,
1653,1,2,40.89,1,5,1,10161.29,28631.62,4541.23,
1654,1,1,27.98,0,3,4,6037.92,21402.25,1907.6,
1655,1,2,32.3,1,3,3,2029.02,20639.78,1190.51,
1656,1,2,58.74,3,2,4,3623.81,26708.27,1556.96,
1657,2,1,35.29,0,6,4,8618.29,35712.05,2558.19,
1658,1,2,40.07,1,6,4,6848.21,29119.44,3703.87,
1659,2,4,56.41,1,2,3,2001.76,10474.19,712.2,
1660,2,2,22.13,2,4,1,7982.32,24856.72,2456.92,
1661,2,3,59.54,0,4,4,7182,20439.21,1519.74,
1662,2,1,29.36,0,1,3,7182,20439.21,1519.74,
1663,1,1,37.92,0,3,3,2415.98,23450.71,1237.47,
1664,2,3,43.38,1,5,1,10099.06,30821.04,4221.98,
1665,2,2,46.64,0,3,4,2594.26,24791.56,1996.64,
1666,2,4,44.46,2,2,3,3343.87,18438.37,575.06,
1667,1,4,52.17,0,2,3,623.53,11670,913.81,
1668,1,2,48.03,1,5,1,9014.05,19484.17,3670.11,
1669,2,2,60.79,1,8,4,11541.86,41465.27,1015,
1670,2,2,39.01,1,7,3,670.19,12561.68,760.48,
1671,2,1,25.92,0,7,1,3960.13,17059.77,2536.76,
1672,2,4,46.11,1,4,4,6191.61,10156.64,516.37,
1673,2,4,39.92,1,4,4,3703.57,32004.67,1011.65,
1674,1,4,46.06,1,5,4,5991.28,15699.02,1493.87,
1675,2,2,24.95,2,5,3,2297.94,16283.34,356.96,
1676,1,2,39.69,1,5,4,6630.4,22001.79,1375.16,
1677,1,3,63.76,2,2,4,1643.93,18813.04,1141.96,
1678,1,2,29.86,2,2,4,4184.59,16636.93,313.94,
1679,1,2,69.52,1,9,3,1207.18,9731.13,679.89,
1680,1,2,24.36,1,2,4,3970.99,20446.19,829.47,
1681,2,1,23.2,0,5,2,10815.34,12954.2,7588.6,
1682,1,4,48.16,1,3,3,2153.06,16253.76,1573.9,
1683,1,2,39.12,0,5,1,13127.67,35096.65,3084.54,
1684,2,3,41.43,0,5,4,8200.54,24032.59,1797.81,
1685,2,4,48.71,3,7,1,6033.57,45645.88,2383.35,
1686,2,2,40.11,1,4,4,4900.81,20196.89,2179.51,
1687,2,4,47.47,1,4,3,2191.32,4235.52,896,
1688,1,1,25.35,0,7,3,3487.12,19292.75,641.88,
1689,2,2,24.72,1,5,3,1303.93,10894,1201.75,
1690,2,4,40.41,2,6,1,14969.36,39589.77,3348.53,
1691,1,1,43.57,0,7,3,1367.34,12132.89,636.79,
1692,2,1,28,0,8,4,5456.52,25879.66,900.66,
1693,1,2,40.07,2,2,3,2948.14,9199.24,457.36,
1694,2,2,44.8,0,8,4,7000,28261.43,1502.25,
1695,1,2,39.98,2,3,3,703.04,23103.31,1987.71,
1696,2,3,62.33,1,4,4,3223.13,38449.93,1788.4,
1697,2,2,41.38,1,4,1,5803.18,17977.96,3692.82,
1698,1,2,38.32,2,6,1,5091.97,18236.19,4233.37,
1699,1,1,18.82,0,6,4,7434.14,34596.05,1611.45,
1700,2,1,46.66,0,7,3,2517.83,21180.08,685.91,
1701,2,1,26.73,0,3,1,9490.79,29995.42,1804.18,
1702,2,3,62.37,0,5,3,1523.62,12694.15,1087.56,
1703,1,2,51.31,1,5,4,4556.12,23754.08,1725.29,
1704,2,1,25.96,0,3,4,2691.3,29845.58,2584.33,
1705,2,2,39.47,1,1,3,2691.3,29845.58,2584.33,
1706,2,4,61,2,7,1,6318.86,8475.5,1176.71,
1707,2,4,43.18,0,5,3,726.66,15449.61,1034.32,
1708,1,4,44.85,1,1,2,726.66,15449.61,1034.32,
1709,2,2,35.51,1,4,3,2498.25,15219.39,602.54,
1710,1,2,40.39,0,3,2,15211.88,19503.4,3751.63,
1711,1,3,54.62,0,4,4,4647.31,19097.2,1280.42,
1712,1,2,22.13,0,7,3,2134.7,8371.61,782.91,
1713,1,2,68.35,1,9,1,5711.01,8106.98,607.73,
1714,2,1,34.85,0,7,4,7199.51,3557.37,1345.06,
1715,1,2,40.24,1,3,4,7111.72,29216.66,866.4,
1716,2,1,32.97,0,4,4,4999.02,18848.42,777.12,
1717,1,2,66.77,3,9,3,2682.19,2322.82,800.8,
1718,1,3,75.03,3,9,1,4107.14,29699,740.27,
1719,2,4,25.85,0,7,3,2432.68,17805.66,889.97,
1720,1,1,28.58,0,3,4,6921.74,37284.14,2823.17,
1721,2,3,55.54,1,2,1,8574.89,8933.98,1374.51,
1722,2,2,53.78,2,3,3,2416.9,11633.15,1782.64,
1723,2,2,54.63,1,2,4,2568.17,6199.2,1277.41,
1724,1,2,29.64,1,1,1,2568.17,6199.2,1277.41,
1725,2,2,23.1,0,7,4,5049.75,21984.35,2079.82,
1726,2,1,25.79,0,3,2,11930.36,30749.22,4935.78,
1727,2,2,52.1,0,5,1,3754.88,27949.99,1744.22,
1728,2,1,23.55,0,4,2,6685.62,51926.89,4187.46,
1729,2,1,32.19,0,2,3,2007.36,17425.94,291.36,
1730,2,2,38.16,0,3,4,5951.08,27798.15,1823.63,
1731,1,2,39.4,2,5,1,12178.25,43062.93,2790.37,
1732,2,4,45,2,8,2,14414.39,55511.49,8689.38,
1733,2,1,27.61,0,4,4,4994.4,614.52,1767.19,
1734,1,4,33.48,3,6,1,9582.29,19822.53,5214.66,
1735,1,2,40.1,0,7,3,1218.88,14355.91,229.85,
1736,1,3,59.95,1,4,2,11552.77,5812.52,1514.57,
1737,2,1,29.97,0,7,3,2925.73,13335.88,942.38,
1738,2,4,45.05,1,1,4,2925.73,13335.88,942.38,
1739,1,4,42.8,3,3,3,1999.02,19832.07,584.6,
1740,2,1,29.18,0,8,4,4147.48,36850.87,3413.34,
1741,2,3,45.32,1,2,1,4578.74,34029.93,2159.5,
1742,1,3,59.18,2,4,4,7332.25,18562.02,1716.2,
1743,1,2,38.68,0,1,1,7332.25,18562.02,1716.2,
1744,2,2,20.95,2,4,2,9573.15,29861.78,3562.33,
1745,2,1,46.42,0,3,3,2660.22,16005.06,1132.17,
1746,2,3,60.07,2,3,1,8096.84,46682.99,2871.06,
1747,2,1,27.73,0,5,3,1801.02,15946.64,1090.45,
1748,1,4,40.96,0,5,4,6045.58,27105.54,2415.95,
1749,2,2,32.31,2,2,1,5999.68,28142.54,1736.12,
1750,2,1,27.53,0,3,4,6725.43,15560.49,1999.97,
1751,1,2,50.52,2,6,4,8309.2,29479.86,2315.22,
1752,2,2,41.01,1,4,1,11420.15,36266.72,2230.89,
1753,1,2,20.25,0,4,4,4989.26,15304.5,1672.38,
1754,1,4,42.9,1,4,4,7858.69,14797.02,1516.58,
1755,1,1,27.93,0,4,4,5956.16,14596.6,2124.68,
1756,1,1,21.53,0,7,4,3809.46,12119.15,1986.86,
1757,1,1,22.61,0,8,4,11429.69,30280.45,3849.9,
1758,1,2,68.42,1,9,4,3303.76,24191.62,1009.77,
1759,1,1,27.05,0,5,3,3443.57,16218.41,1206.01,
1760,1,1,32.83,0,5,3,3018.14,17167.37,974.08,
1761,2,1,25.3,0,6,1,7470.73,22845.25,4926.92,
1762,2,2,48.44,2,4,3,2444.95,14590.86,798.73,
1763,2,2,41.38,0,6,4,6996.21,29031.28,900.3,
1764,1,4,61.61,2,2,3,3484.14,10634.1,518.81,
1765,1,4,49.13,0,2,3,2038.36,8592.82,662.94,
1766,2,2,68.93,1,9,4,3420.13,15417.94,1624.75,
1767,2,1,46.44,0,7,3,1780.4,15711.82,800.14,
1768,1,2,48.98,2,8,4,7453.43,29998.62,2045.78,
1769,2,2,42.99,1,1,3,7453.43,29998.62,2045.78,
1770,2,2,69.59,0,9,4,3625.89,24036.02,395.77,
1771,2,1,40.77,0,6,4,9277.72,38547.99,3126.65,
1772,1,1,34.05,0,4,1,12328.39,42202.6,2501.71,
1773,1,1,25.98,0,8,4,9778.7,14931.1,1852.41,
1774,2,4,60.06,2,8,3,3417.81,12109.24,1091.9,
1775,1,4,37.23,0,2,4,3143.36,37458.63,866.51,
1776,2,2,40.81,3,4,1,7673.36,15244.83,3128.08,
1777,2,1,37.63,0,5,1,10557.92,35134.76,3279.44,
1778,2,4,28.33,2,6,4,6968,36390.82,2523.99,
1779,1,1,29.69,0,5,3,1815.33,16099.63,214.34,
1780,2,1,28.25,0,1,4,1815.33,16099.63,214.34,
1781,1,4,25.57,2,6,3,1991.5,18436.3,937.79,
1782,1,2,27.98,2,3,3,1492.06,20560.08,1681.92,
1783,1,3,81.19,2,9,1,4239.87,31007.88,1069.15,
1784,2,1,19.75,0,5,3,1999.88,7681,1226.73,
1785,1,2,46.2,0,3,3,1092.03,16870.96,2152.64,
1786,2,1,27.86,0,4,1,11236.7,37255.43,2484.54,
1787,2,1,28.92,0,7,3,3156.32,14560.06,792.03,
1788,2,1,21.64,0,3,2,11864.95,31729.83,7521.69,
1789,1,4,55.03,2,6,3,4609.13,9931.5,1800.06,
1790,1,1,25.31,0,8,3,3141.81,20760.5,1793.44,
1791,2,4,63.38,0,5,3,1365.5,15685.33,466.69,
1792,1,2,40.72,2,3,4,6644.48,29147.09,2082.31,
1793,2,2,45.39,1,5,3,592.33,19581.01,990.63,
1794,2,3,71.96,4,9,3,1500.11,8033.79,758.54,
1795,1,4,28.23,1,1,4,1500.11,8033.79,758.54,
1796,2,2,20.55,0,4,1,8238.93,29254.31,2410.36,
1797,2,1,47.4,0,5,3,2842.7,10194.25,2060.19,
1798,1,2,40.77,0,6,4,8793.8,29779.08,1685.83,
1799,2,2,34.04,1,1,3,8793.8,29779.08,1685.83,
1800,2,1,38.07,0,7,3,3135.84,19849.04,655.32,
1801,2,1,44.1,0,1,4,3135.84,19849.04,655.32,
1802,1,4,52.95,3,2,1,5996.36,26082.25,1582.65,
1803,1,2,35.42,3,2,3,2384.84,2036.78,580.98,
1804,1,1,31.61,0,7,3,2063.01,10503.16,349.47,
1805,2,4,67.43,2,9,1,2216.05,24441.57,1195.45,
1806,1,1,27.83,0,2,2,7606.13,25985.05,2239.41,
1807,2,1,26.7,0,3,3,2070.41,15794.58,662.55,
1808,1,4,42.72,2,5,2,5367.06,59463.69,3649.48,
1809,1,4,30.84,3,4,2,3600.96,38469.18,3525.28,
1810,2,1,25.88,0,1,4,3600.96,38469.18,3525.28,
1811,2,4,61.55,0,5,4,8437.93,32559.45,1351.72,
1812,2,4,47.41,2,7,1,7778.74,7862,1573.54,
1813,2,4,31.33,1,1,4,7778.74,7862,1573.54,
1814,2,4,54.67,1,4,4,6511.91,25098.97,1073.36,
1815,2,1,20.19,0,3,4,6844.59,23996.56,762.24,
1816,2,2,36.73,1,8,4,5655.03,19902,2330.52,
1817,2,3,81.47,2,9,1,4552.48,34478.25,1362.33,
1818,1,2,33.84,1,2,3,2000.2,11459.59,623.08,
1819,1,2,21.69,1,7,4,4732.04,8024.37,1498.14,
1820,2,2,28.79,0,8,1,16881.01,39255.63,5899.82,
1821,2,1,21.59,0,6,4,3281.89,35993.53,2062.7,
1822,2,3,89.54,1,9,2,4997.74,25714.05,1437.25,
1823,1,1,27.97,0,7,3,3566.29,18684.59,917.29,
1824,2,1,37.02,0,1,4,3566.29,18684.59,917.29,
1825,1,1,29.2,0,3,4,2011.06,23998.72,2518.21,
1826,2,4,42.09,0,5,3,1655.82,9368.77,1229.64,
1827,1,1,19.27,0,4,3,2221.18,15105.47,466.18,
1828,2,2,20.78,0,3,4,6227.48,24370.69,1239.27,
1829,1,2,29.68,0,4,1,8053.78,8392.36,1176.12,
1830,1,2,41.02,2,5,1,6505.16,13041.7,4962.17,
1831,1,2,40,2,1,4,6505.16,13041.7,4962.17,
1832,1,3,60.02,0,6,4,8164.1,30763.32,2836.24,
1833,1,3,63.77,2,6,3,3754.53,25449.6,2498.34,
1834,2,1,27.99,0,7,4,4762.84,18780.19,1515.17,
1835,2,1,29.8,0,5,4,6017.83,12770.99,832.25,
1836,1,2,44.59,1,3,1,13443.15,29278.74,3177.11,
1837,2,4,48.05,1,7,3,770.85,8722.47,599.04,
1838,2,2,46.97,2,3,4,4225.17,12127.52,1954.79,
1839,1,1,24.59,0,4,2,10170.58,21228.37,3433.46,
1840,1,3,68.84,0,9,1,4657.61,5400,1235.31,
1841,2,2,37.29,0,6,1,7655.03,43117.43,3944.61,
1842,2,4,26.98,2,4,2,4034.77,7645.25,4865.11,
1843,1,3,83.32,0,9,3,1515.99,5534.66,797.5,
1844,1,2,25.7,2,5,4,5320.13,23998.9,3264.33,
1845,1,2,63.29,3,2,3,1513.91,9972.34,467.6,
1846,1,4,46.63,2,2,4,4400.28,33561.56,1541.48,
1847,1,4,35.05,2,4,3,969.33,9671.18,1329.95,
1848,1,2,67.64,0,9,4,2976.55,22113.65,1776.96,
1849,2,4,51.91,0,5,3,1975.93,8625.56,975.62,
1850,1,1,28.95,0,1,4,1975.93,8625.56,975.62,
1851,1,4,39.87,1,5,3,2343.97,16187.17,1580.63,
1852,1,1,28.53,0,3,3,2415.71,15067.27,386.12,
1853,2,1,40.65,0,3,3,3150.16,7291.35,1177.8,
1854,2,2,27.29,2,4,3,1152.07,13890.13,851.98,
1855,2,1,28.03,0,8,3,3901.41,19972.8,1226.78,
1856,2,1,36.01,0,7,4,4891.61,30615.81,2467.7,
1857,1,1,35.97,0,3,3,2630.68,18201.15,1046.89,
